"ID","category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Mild_T__321","Process","GO.0051707",22,1173,"9606","9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000264346,9606.ENSP00000295981,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000483430","EIF2AK2,NMI,MT2A,OASL,RTP4,HERC6,IL17RC,IFI6,PLSCR1,PARP9,XAF1,IFI16,IFI44,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,IFI27",2.95e-15,2.65e-12,"response to other organism"
"Mild_T__321","Process","GO.0002376",28,2370,"9606","9606.ENSP00000203629,9606.ENSP00000215909,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000264346,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000298556,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000428340,9606.ENSP00000441065,9606.ENSP00000483430","LAG3,LGALS1,CD38,EIF2AK2,NMI,MT2A,OASL,RTP4,HERC6,EIF2B2,IL17RC,HPRT1,IFI6,PLSCR1,PARP9,XAF1,IFI16,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,ANGPT1,SLC16A1,IFI27",7.32e-15,2.65e-12,"immune system process"
"Mild_T__321","Process","GO.0051607",12,181,"9606","9606.ENSP00000233057,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000359787,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","EIF2AK2,OASL,RTP4,PLSCR1,PARP9,IFI16,IFI44L,IFIT3,RSAD2,MX1,APOBEC3H,OAS1",1.7e-14,4e-12,"defense response to virus"
"Mild_T__321","Process","GO.0009605",26,2152,"9606","9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000264346,9606.ENSP00000295981,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000388648,9606.ENSP00000428340,9606.ENSP00000441065,9606.ENSP00000483430","EIF2AK2,NMI,MT2A,OASL,RTP4,HERC6,IL17RC,TYMS,IFI6,PLSCR1,PARP9,XAF1,IFI16,IFI44,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,CHEK1,ANGPT1,SLC16A1,IFI27",8.03e-14,1.65e-11,"response to external stimulus"
"Mild_T__321","Process","GO.0045071",8,52,"9606","9606.ENSP00000233057,9606.ENSP00000257570,9606.ENSP00000345494,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","EIF2AK2,OASL,PLSCR1,IFI16,RSAD2,MX1,APOBEC3H,OAS1",1.13e-12,2.06e-10,"negative regulation of viral genome replication"
"Mild_T__321","Process","GO.1903900",10,135,"9606","9606.ENSP00000215909,9606.ENSP00000233057,9606.ENSP00000257570,9606.ENSP00000345494,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","LGALS1,EIF2AK2,OASL,PLSCR1,IFI16,RSAD2,LGALS9,MX1,APOBEC3H,OAS1",1.16e-12,2.06e-10,"regulation of viral life cycle"
"Mild_T__321","Process","GO.0045087",16,676,"9606","9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000342513,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000483430","EIF2AK2,NMI,MT2A,OASL,IFI6,PARP9,XAF1,IFI16,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,IFI27",1.8e-12,2.47e-10,"innate immune response"
"Mild_T__321","Process","GO.0060337",8,65,"9606","9606.ENSP00000257570,9606.ENSP00000342513,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000483430","OASL,IFI6,XAF1,IFIT3,RSAD2,MX1,OAS1,IFI27",5.78e-12,7.33e-10,"type I interferon signaling pathway"
"Mild_T__321","Process","GO.0043901",10,212,"9606","9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000257570,9606.ENSP00000345494,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","EIF2AK2,NMI,OASL,PLSCR1,IFI16,RSAD2,LGALS9,MX1,APOBEC3H,OAS1",8.05e-11,6.63e-09,"negative regulation of multi-organism process"
"Mild_T__321","Process","GO.0034097",17,1035,"9606","9606.ENSP00000216802,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000295981,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000483430","PSME2,CD38,EIF2AK2,NMI,MT2A,OASL,IL17RC,TYMS,IFI6,PLSCR1,XAF1,IFIT3,RSAD2,LGALS9,MX1,OAS1,IFI27",8.86e-11,6.63e-09,"response to cytokine"
"Mild_T__321","Process","GO.0051704",24,2514,"9606","9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000264346,9606.ENSP00000295981,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000483430","CD38,EIF2AK2,NMI,MT2A,OASL,RTP4,HERC6,IL17RC,TYMS,IFI6,PLSCR1,PARP9,XAF1,IFI16,IFI44,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,IFI27",1.95e-10,1.39e-08,"multi-organism process"
"Mild_T__321","Process","GO.0043900",14,653,"9606","9606.ENSP00000203629,9606.ENSP00000215794,9606.ENSP00000215909,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000257570,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","LAG3,USP18,LGALS1,EIF2AK2,NMI,OASL,PLSCR1,PARP9,IFI16,RSAD2,LGALS9,MX1,APOBEC3H,OAS1",2.12e-10,1.46e-08,"regulation of multi-organism process"
"Mild_T__321","Process","GO.0006955",18,1560,"9606","9606.ENSP00000215909,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000298556,9606.ENSP00000342513,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000483430","LGALS1,EIF2AK2,NMI,MT2A,OASL,HPRT1,IFI6,PARP9,XAF1,IFI16,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,IFI27",5.76e-09,3.8e-07,"immune response"
"Mild_T__321","Process","GO.0002252",14,927,"9606","9606.ENSP00000215909,9606.ENSP00000233057,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000298556,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000359787,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001","LGALS1,EIF2AK2,OASL,RTP4,HPRT1,PLSCR1,PARP9,IFI16,IFI44L,IFIT3,RSAD2,MX1,APOBEC3H,OAS1",1.77e-08,1.12e-06,"immune effector process"
"Mild_T__321","Process","GO.0019221",12,655,"9606","9606.ENSP00000216802,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000295981,9606.ENSP00000342513,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000483430","PSME2,NMI,MT2A,OASL,IL17RC,IFI6,XAF1,IFIT3,RSAD2,MX1,OAS1,IFI27",2.92e-08,1.78e-06,"cytokine-mediated signaling pathway"
"Mild_T__321","Process","GO.0006950",24,3267,"9606","9606.ENSP00000215909,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000388648,9606.ENSP00000483430","LGALS1,CD38,EIF2AK2,NMI,MT2A,OASL,RTP4,EIF2B2,IL17RC,IFI6,PLSCR1,PARP9,XAF1,IFI16,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,CHEK1,IFI27",3.98e-08,2.34e-06,"response to stress"
"Mild_T__321","Process","GO.0050896",36,7824,"9606","9606.ENSP00000203629,9606.ENSP00000215909,9606.ENSP00000216802,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000264346,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000298556,9606.ENSP00000307706,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000354822,9606.ENSP00000357113,9606.ENSP00000358547,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360215,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000385741,9606.ENSP00000388001,9606.ENSP00000388648,9606.ENSP00000394496,9606.ENSP00000428340,9606.ENSP00000428572,9606.ENSP00000441065,9606.ENSP00000483430","LAG3,LGALS1,PSME2,CD38,EIF2AK2,NMI,MT2A,OASL,RTP4,HERC6,EIF2B2,IL17RC,HPRT1,MT1E,TYMS,IFI6,PLSCR1,PARP9,XAF1,IFI16,MPP1,IFI44,IFI44L,ZBP1,IFIT3,RSAD2,LGALS9,MX1,APOBEC3H,OAS1,CHEK1,CORO1C,ANGPT1,LY6E,SLC16A1,IFI27",1.45e-07,8.22e-06,"response to stimulus"
"Mild_T__321","Process","GO.0071345",13,953,"9606","9606.ENSP00000216802,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000295981,9606.ENSP00000342513,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000483430","PSME2,NMI,MT2A,OASL,IL17RC,IFI6,XAF1,IFIT3,RSAD2,LGALS9,MX1,OAS1,IFI27",2.07e-07,1.14e-05,"cellular response to cytokine stimulus"
"Mild_T__321","Process","GO.0010033",21,2815,"9606","9606.ENSP00000215909,9606.ENSP00000216802,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000298556,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000441065,9606.ENSP00000483430","LGALS1,PSME2,CD38,EIF2AK2,NMI,MT2A,OASL,EIF2B2,IL17RC,HPRT1,TYMS,IFI6,PLSCR1,XAF1,IFIT3,RSAD2,LGALS9,MX1,OAS1,SLC16A1,IFI27",3.83e-07,2.03e-05,"response to organic substance"
"Mild_T__321","Process","GO.0045088",8,361,"9606","9606.ENSP00000203629,9606.ENSP00000215794,9606.ENSP00000243346,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000378856","LAG3,USP18,NMI,PLSCR1,PARP9,IFI16,RSAD2,LGALS9",2.03e-06,1e-04,"regulation of innate immune response"
"Mild_T__321","Process","GO.0002682",14,1391,"9606","9606.ENSP00000203629,9606.ENSP00000215794,9606.ENSP00000215909,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000266126,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000358547,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000428340","LAG3,USP18,LGALS1,CD38,EIF2AK2,NMI,EIF2B2,PLSCR1,PARP9,IFI16,MPP1,RSAD2,LGALS9,ANGPT1",2.39e-06,0.00012,"regulation of immune system process"
"Mild_T__321","Process","GO.0042221",24,4153,"9606","9606.ENSP00000215909,9606.ENSP00000216802,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259030,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000298556,9606.ENSP00000307706,9606.ENSP00000315644,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000428340,9606.ENSP00000441065,9606.ENSP00000483430","LGALS1,PSME2,CD38,EIF2AK2,NMI,MT2A,OASL,RTP4,EIF2B2,IL17RC,HPRT1,MT1E,TYMS,IFI6,PLSCR1,XAF1,IFIT3,RSAD2,LGALS9,MX1,OAS1,ANGPT1,SLC16A1,IFI27",3.9e-06,0.00019,"response to chemical"
"Mild_T__321","Process","GO.0050776",11,873,"9606","9606.ENSP00000203629,9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000243346,9606.ENSP00000266126,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000357113,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000428340","LAG3,USP18,CD38,NMI,EIF2B2,PLSCR1,PARP9,IFI16,RSAD2,LGALS9,ANGPT1",4.59e-06,0.00022,"regulation of immune response"
"Mild_T__321","Process","GO.0007166",17,2198,"9606","9606.ENSP00000203629,9606.ENSP00000216802,9606.ENSP00000226279,9606.ENSP00000243346,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000266126,9606.ENSP00000295981,9606.ENSP00000342513,9606.ENSP00000354822,9606.ENSP00000360883,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000428340,9606.ENSP00000428572,9606.ENSP00000483430","LAG3,PSME2,CD38,NMI,MT2A,OASL,EIF2B2,IL17RC,IFI6,XAF1,IFIT3,RSAD2,MX1,OAS1,ANGPT1,LY6E,IFI27",5.19e-06,0.00024,"cell surface receptor signaling pathway"
"Mild_T__321","Process","GO.0001817",9,615,"9606","9606.ENSP00000203629,9606.ENSP00000233057,9606.ENSP00000243346,9606.ENSP00000295981,9606.ENSP00000357113,9606.ENSP00000360215,9606.ENSP00000371471,9606.ENSP00000378856,9606.ENSP00000428340","LAG3,EIF2AK2,NMI,IL17RC,IFI16,ZBP1,RSAD2,LGALS9,ANGPT1",1.21e-05,0.00053,"regulation of cytokine production"
"SevCrit_B__321","Process","GO.0060337",5,65,"9606","9606.ENSP00000252593,9606.ENSP00000342513,9606.ENSP00000360883,9606.ENSP00000381601,9606.ENSP00000483430","BST2,IFI6,IFIT3,MX1,IFI27",2.3e-10,8.43e-08,"type I interferon signaling pathway"
"SevCrit_B__321","Process","GO.0051707",7,1173,"9606","9606.ENSP00000252593,9606.ENSP00000264346,9606.ENSP00000342513,9606.ENSP00000359787,9606.ENSP00000360883,9606.ENSP00000381601,9606.ENSP00000483430","BST2,HERC6,IFI6,IFI44L,IFIT3,MX1,IFI27",7.56e-07,6.94e-05,"response to other organism"
"SevCrit_B__321","Process","GO.0051607",4,181,"9606","9606.ENSP00000252593,9606.ENSP00000359787,9606.ENSP00000360883,9606.ENSP00000381601","BST2,IFI44L,IFIT3,MX1",2.42e-06,0.00013,"defense response to virus"
"SevCrit_B__321","Process","GO.0098542",6,859,"9606","9606.ENSP00000252593,9606.ENSP00000342513,9606.ENSP00000359787,9606.ENSP00000360883,9606.ENSP00000381601,9606.ENSP00000483430","BST2,IFI6,IFI44L,IFIT3,MX1,IFI27",2.79e-06,0.00013,"defense response to other organism"
"SevCrit_Myeloid__123","Component","GO.0042613",8,14,"9606","9606.ENSP00000009530,9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","CD74,HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1,HLA-DPB1",1.22e-11,4.88e-09,"MHC class II protein complex"
"SevCrit_Myeloid__123","Component","GO.0098576",8,29,"9606","9606.ENSP00000009530,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000432083","CD74,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1,HLA-DPB1,HSPA8",1.31e-09,1.75e-07,"lumenal side of membrane"
"SevCrit_Myeloid__123","KEGG","hsa04612",10,66,"9606","9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000432083,9606.ENSP00000485010","CD74,CD4,HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1,HSPA8,CIITA",1.85e-09,2.86e-07,"Antigen processing and presentation"
"SevCrit_Myeloid__123","Component","GO.0098552",20,436,"9606","9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000262940,9606.ENSP00000306185,9606.ENSP00000334448,9606.ENSP00000339063,9606.ENSP00000339398,9606.ENSP00000356946,9606.ENSP00000357012,9606.ENSP00000362299,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000371594,9606.ENSP00000378786,9606.ENSP00000382508,9606.ENSP00000392043,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000411355,9606.ENSP00000432083","CD74,CD4,RASA4,ANTXR2,GNG2,EEF1A1,HLA-DQA1,FCGR3A,CD244,ENG,HLA-DQA2,HLA-DQB1,GNG7,HLA-DRA,CDIP1,ATP2B1,HLA-DPA1,HLA-DPB1,PTPRC,HSPA8",7.89e-09,7.88e-07,"side of membrane"
"SevCrit_Myeloid__123","Component","GO.0071556",7,26,"9606","9606.ENSP00000009530,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","CD74,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1,HLA-DPB1",1.69e-08,1.35e-06,"integral component of lumenal side of endoplasmic reticulum membrane"
"SevCrit_Myeloid__123","KEGG","hsa04672",8,44,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000482657,9606.ENSP00000483732","HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1,MAP3K14,ICOSL",2.28e-08,1.76e-06,"Intestinal immune network for IgA production"
"SevCrit_Myeloid__123","KEGG","hsa05310",7,28,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000357097,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","HLA-DOA,HLA-DQA1,FCER1A,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1",2.62e-08,1.76e-06,"Asthma"
"SevCrit_Myeloid__123","KEGG","hsa04640",10,94,"9606","9606.ENSP00000011653,9606.ENSP00000229829,9606.ENSP00000286301,9606.ENSP00000339398,9606.ENSP00000357152,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000398632,9606.ENSP00000408146","CD4,HLA-DOA,CSF1R,HLA-DQA1,CD1C,HLA-DQA2,HLA-DRA,HLA-DPA1,CD44,HLA-DPB1",4.05e-08,1.76e-06,"Hematopoietic cell lineage"
"SevCrit_Myeloid__123","Function","GO.0032395",6,10,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566","HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1",4.05e-09,2.36e-06,"MHC class II receptor activity"
"SevCrit_Myeloid__123","KEGG","hsa04514",11,139,"9606","9606.ENSP00000011653,9606.ENSP00000229829,9606.ENSP00000264025,9606.ENSP00000339398,9606.ENSP00000353238,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000411355,9606.ENSP00000483732","CD4,HLA-DOA,PVRL1,HLA-DQA1,SPN,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1,PTPRC,ICOSL",1.4e-07,4.33e-06,"Cell adhesion molecules (CAMs)"
"SevCrit_Myeloid__123","Component","GO.0030669",7,35,"9606","9606.ENSP00000009530,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","CD74,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1,HLA-DPB1",9.96e-08,5.68e-06,"clathrin-coated endocytic vesicle membrane"
"SevCrit_Myeloid__123","KEGG","hsa04658",9,88,"9606","9606.ENSP00000011653,9606.ENSP00000229829,9606.ENSP00000256646,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000382800,9606.ENSP00000393566,9606.ENSP00000408146","CD4,HLA-DOA,NOTCH2,HLA-DQA1,HLA-DQA2,HLA-DRA,RUNX3,HLA-DPA1,HLA-DPB1",2.67e-07,6.91e-06,"Th1 and Th2 cell differentiation"
"SevCrit_Myeloid__123","KEGG","hsa05150",7,51,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000356946,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","HLA-DOA,HLA-DQA1,FCGR3A,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1",9.81e-07,2.17e-05,"Staphylococcus aureus infection"
"SevCrit_Myeloid__123","Component","GO.0030665",9,100,"9606","9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146,9606.ENSP00000432083","CD74,CD4,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DPA1,HLA-DPB1,HSPA8",7.26e-07,3.62e-05,"clathrin-coated vesicle membrane"
"SevCrit_Myeloid__123","KEGG","hsa05330",6,35,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1",1.88e-06,3.64e-05,"Allograft rejection"
"SevCrit_Myeloid__123","KEGG","hsa05332",6,36,"9606","9606.ENSP00000229829,9606.ENSP00000339398,9606.ENSP00000364076,9606.ENSP00000378786,9606.ENSP00000393566,9606.ENSP00000408146","HLA-DOA,HLA-DQA1,HLA-DQA2,HLA-DRA,HLA-DPA1,HLA-DPB1",2.18e-06,3.75e-05,"Graft-versus-host disease"
"SevCrit_Myeloid__123","Process","GO.0006955",39,1560,"9606","9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000223795,9606.ENSP00000229829,9606.ENSP00000239938,9606.ENSP00000253673,9606.ENSP00000254868,9606.ENSP00000256646,9606.ENSP00000263636,9606.ENSP00000264025,9606.ENSP00000267205,9606.ENSP00000282018,9606.ENSP00000286301,9606.ENSP00000293778,9606.ENSP00000313420,9606.ENSP00000339063,9606.ENSP00000339398,9606.ENSP00000339477,9606.ENSP00000345243,9606.ENSP00000353238,9606.ENSP00000356946,9606.ENSP00000357012,9606.ENSP00000357152,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000369862,9606.ENSP00000370343,9606.ENSP00000378786,9606.ENSP00000379997,9606.ENSP00000393566,9606.ENSP00000398632,9606.ENSP00000401980,9606.ENSP00000408146,9606.ENSP00000411355,9606.ENSP00000432083,9606.ENSP00000482259,9606.ENSP00000482657,9606.ENSP00000483732,9606.ENSP00000485010","CD74,CD4,TNFSF8,HLA-DOA,EGR1,EMR3,CLEC10A,NOTCH2,LY75,PVRL1,RHOF,CYSLTR2,CSF1R,CXCL16,PRKDC,EEF1A1,HLA-DQA1,B7RP1,SIGLEC10,SPN,FCGR3A,CD244,CD1C,HLA-DQA2,HLA-DQB1,COL4A3BP,IRF4,HLA-DRA,GAPT,HLA-DPA1,CD44,MAVS,HLA-DPB1,PTPRC,HSPA8,CCL4,MAP3K14,ICOSL,CIITA",1.29e-08,3.86e-05,"immune response"
